Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
AVENUE HENRI MARTIN;87381046;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;292
PEREIRE SAUSSURE;87991111;JOB;2017;2017-04-25;C;C;Après 20h;2
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-28;B;B;Après 20h;2040
BOULAINVILLIERS;87543181;Samedi;2017;2017-04-22;C;C;De 16h à 20h;920
AULNAY SOUS BOIS;87271411;Dimanche;2019;2019-03-17;B;B;Avant 6h;149
PEREIRE SAUSSURE;87991111;Samedi;2017;2017-04-22;C;C;De 16h à 20h;2
BOURAY;87545178;JOB;2017;2017-04-25;C;C;Après 20h;18
DRANCY;87271403;JOB;2019;2019-03-28;B;B;Avant 6h;720
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-28;B;B;De 16h à 20h;4183
BOURAY;87545178;Samedi;2017;2017-04-22;C;C;De 16h à 20h;111
PETIT JOUY LES LOGES;87393504;Samedi;2017;2017-04-22;C;C;De 16h à 20h;24
PETIT JOUY LES LOGES;87393504;JOB;2017;2017-04-25;C;C;Avant 6h;1
BRETIGNY;87545194;Samedi;2017;2017-04-22;C;C;Avant 6h;117
LA COURNEUVE AUBERVILLIERS;87271304;Dimanche;2019;2019-03-17;B;B;Avant 6h;330
PLACE DU CARROUGE;87441111;JOB;2017;2017-04-25;C;C;De 6h à 10h;16
BREUILLET VILLAGE;87545491;JOB;2017;2017-04-25;C;C;De 6h à 10h;759
PIERRELAYE;87276097;JOB;2017;2017-04-25;C;C;Avant 6h;15
LE BLANC MESNIL;87271478;JOB;2019;2019-03-21;B;B;Avant 6h;15
VAUBOYEN;87393538;JOB;2017;2017-04-25;C;C;Avant 6h;0
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-04-02;B;B;De 10h à 16h;117
LE BLANC MESNIL;87271478;JOB;2019;2019-03-28;B;B;De 6h à 10h;2713
VAUBOYEN;87393538;Samedi;2017;2017-04-22;C;C;De 6h à 10h;39
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-03-28;B;B;De 16h à 20h;10726
PLACE DU GENERAL LECLERC;87221111;JOB;2017;2017-04-25;C;C;De 10h à 16h;3
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;De 16h à 20h;67
LE BLANC MESNIL;87271478;Dimanche;2019;2019-03-17;B;B;Après 20h;238
LE BOURGET;87271395;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;5905
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;De 10h à 16h;866
PLACE DU CARROUGE;87441111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;6
PONT CARDINET;87381111;JOB;2017;2017-04-25;C;C;De 6h à 10h;54
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;De 6h à 10h;190
LE BLANC MESNIL;87271478;JOB;2019;2019-03-28;B;B;De 16h à 20h;1268
MITRY CLAYE;87271528;Samedi;2019;2019-03-16;B;B;De 10h à 16h;1160
CHATEAU D'EAU;87331111;JOB;2017;2017-04-25;C;C;De 10h à 16h;1
PLACE DU CARROUGE;87441111;Samedi;2017;2017-04-22;C;C;De 6h à 10h;4
PONT DE RUNGIS AEROPORT D'ORLY;87546192;JOB;2017;2017-04-25;C;C;De 10h à 16h;424
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;Avant 6h;165
PLACE DU GENERAL LECLERC;87221111;JOB;2017;2017-04-25;C;C;Avant 6h;19
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Samedi;2017;2017-04-22;C;C;Après 20h;45
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;Avant 6h;0
PONT CARDINET;87381111;JOB;2017;2017-04-25;C;C;Après 20h;0
SEVRAN LIVRY;87271429;JOB;2019;2019-03-21;B;B;Avant 6h;16
CHOISY LE ROI;87545285;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;4690
MITRY CLAYE;87271528;Samedi;2019;2019-03-16;B;B;Après 20h;227
PORCHEFONTAINE;87393165;Samedi;2017;2017-04-22;C;C;Avant 6h;7
DOMMERVILLE CREDIT AGRICOLE;87332965;JOB;2017;2017-04-25;C;C;Avant 6h;4
PONT DE L'ALMA;87393041;JOB;2017;2017-04-25;C;C;De 10h à 16h;1680
PORTE DE CLICHY;87111278;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;695
DOURDAN;87545525;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;125
PARC DES EXPOSITIONS;87271486;JOB;2019;2019-03-28;B;B;De 6h à 10h;512
PORTE DE CLICHY;87111278;Samedi;2017;2017-04-22;C;C;Après 20h;435
DOURDAN;87545525;JOB;2017;2017-04-25;C;C;Après 20h;68
PONT DE L'ALMA;87393041;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1650
PORTE DE CLICHY;87111278;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1291
DOURDAN;87545525;JOB;2017;2017-04-25;C;C;De 6h à 10h;578
PARIS NORD;87271031;JOB;2019;2019-03-28;B;B;Après 20h;10253
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
BUNO GIRONVILLE;87681510;Samedi;2019;2019-03-23;D;D;De 10h à 16h;12
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;JOB;2017;2017-04-25;C;C;De 10h à 16h;1016
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;519
DOURDAN LA FORET;87540179;JOB;2017;2017-04-25;C;C;De 6h à 10h;27
PARIS NORD;87271031;Samedi;2019;2019-03-16;B;B;De 16h à 20h;34952
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-28;B;B;De 6h à 10h;4164
EGLY;87545475;Samedi;2017;2017-04-22;C;C;De 6h à 10h;77
PONTOISE;87276139;Samedi;2017;2017-04-22;C;C;De 16h à 20h;326
VILLEPINTE;87271452;Dimanche;2019;2019-03-17;B;B;Après 20h;8
CHATELET LES HALLES;87758607;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1911
SEVRAN BEAUDOTTES;87271445;JOB;2019;2019-03-28;B;B;De 6h à 10h;5302
VILLEPINTE;87271452;Samedi;2019;2019-03-16;B;B;De 10h à 16h;1114
EPINAY SUR ORGE;87545228;Dimanche;2017;2017-04-23;C;C;Avant 6h;42
SEVRAN LIVRY;87271429;JOB;2019;2019-03-28;B;B;Avant 6h;456
ABLON;87545269;JOB;2017;2017-04-25;C;C;De 10h à 16h;624
ETRECHY;87545145;Dimanche;2017;2017-04-23;C;C;Avant 6h;4
SEVRAN LIVRY;87271429;Samedi;2019;2019-03-16;B;B;De 16h à 20h;1390
SAINT-MARTIN D'ETAMPES;87545350;Samedi;2017;2017-04-22;C;C;Avant 6h;26
CRETEIL POMPADOUR;87608802;JOB;2019;2019-04-02;D;D;Avant 6h;243
PORTE DE CLICHY;87111278;JOB;2017;2017-04-25;C;C;Après 20h;466
AMPERE WAGRAM;87771111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1
EVRY VAL DE SEINE;87681361;Dimanche;2019;2019-03-24;D;D;Avant 6h;13
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;Après 20h;32
SAINT-MICHEL SUR ORGE;87545202;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;335
GRAVIGNY BALIZY;87393645;Samedi;2017;2017-04-22;C;C;De 10h à 16h;168
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;De 16h à 20h;170
ATHIS MONS;87545251;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;103
GARGES SARCELLES;87276196;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;5442
SAINT-CYR;87393223;JOB;2017;2017-04-25;C;C;De 10h à 16h;215
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2017;2017-04-25;C;C;De 16h à 20h;512
GARGES SARCELLES;87276196;JOB;2019;2019-03-26;D;D;De 16h à 20h;6339
SAINT-GRATIEN;87276170;JOB;2017;2017-04-25;C;C;De 10h à 16h;1068
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;De 6h à 10h;663
INVALIDES;87393033;JOB;2017;2017-04-25;C;C;De 6h à 10h;3983
SAINT-GRATIEN;87276170;Samedi;2017;2017-04-22;C;C;De 16h à 20h;522
SAINTE-GENEVIEVE DES BOIS;87545210;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;361
ISSY;87393074;Dimanche;2017;2017-04-23;C;C;Après 20h;83
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;93
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017;2017-04-25;C;C;Après 20h;222
ISSY;87393074;JOB;2017;2017-04-25;C;C;De 10h à 16h;764
SAINT-MARTIN D'ETAMPES;87545350;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;170
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017;2017-04-25;C;C;De 16h à 20h;980
JUVISY;87545244;Dimanche;2019;2019-03-24;D;D;Après 20h;2288
AMPERE WAGRAM;87771111;Samedi;2017;2017-04-22;C;C;De 16h à 20h;0
SAINTE-GENEVIEVE DES BOIS;87545210;Samedi;2017;2017-04-22;C;C;Avant 6h;53
LA BORNE BLANCHE;87276287;Dimanche;2019;2019-03-24;D;D;Avant 6h;2
ARPAJON;87545467;JOB;2017;2017-04-25;C;C;Après 20h;91
SAVIGNY SUR ORGE;87545236;JOB;2017;2017-04-25;C;C;Avant 6h;328
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;Après 20h;46
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;488
SERMAISE;87545517;JOB;2017;2017-04-25;C;C;Après 20h;1
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;De 10h à 16h;324
SAINT-OUEN L'AUMONE;87276105;Dimanche;2017;2017-04-23;C;C;Avant 6h;5
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 16h à 20h;3131
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Samedi;2017;2017-04-22;C;C;De 10h à 16h;175
ATHIS MONS;87545251;Samedi;2017;2017-04-22;C;C;De 10h à 16h;619
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 6h à 10h;5773
LARDY;87545160;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;119
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2017;2017-04-22;C;C;De 6h à 10h;85
VAUBOYEN;87393538;Dimanche;2017;2017-04-23;C;C;Avant 6h;0
LE PLESSIS CHENET;87681627;JOB;2019;2019-03-26;D;D;De 6h à 10h;10
SAINT-QUENTIN EN YVELINES;87393843;Samedi;2017;2017-04-22;C;C;Avant 6h;39
VAUBOYEN;87393538;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;28
LE VERT DE MAISONS;87681247;JOB;2019;2019-03-26;D;D;De 16h à 20h;1546
AVENUE HENRI MARTIN;87381046;JOB;2017;2017-04-25;C;C;De 16h à 20h;564
BRIGEOLLET;87111111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;0
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;Avant 6h;3
BIEVRES;87393546;Samedi;2017;2017-04-22;C;C;De 10h à 16h;113
BRIGEOLLET;87111111;Samedi;2017;2017-04-22;C;C;De 16h à 20h;0
LONGJUMEAU;87393611;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;24
BOURAY;87545178;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;140
VERSAILLES CHANTIERS;87393009;Samedi;2017;2017-04-22;C;C;De 16h à 20h;1015
LES NOUES;87276238;JOB;2019;2019-03-26;D;D;De 16h à 20h;546
SAVIGNY SUR ORGE;87545236;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;1865
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;Avant 6h;6
MASSY PALAISEAU;87393579;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;837
BOURAY;87545178;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;48
CHAMARANDE;87545152;Samedi;2017;2017-04-22;C;C;De 6h à 10h;40
MONNERVILLE CENTRE;87332940;JOB;2017;2017-04-25;C;C;De 16h à 20h;0
BOURAY;87545178;JOB;2017;2017-04-25;C;C;De 16h à 20h;657
BALLANCOURT;87681437;Samedi;2019;2019-03-23;D;D;De 16h à 20h;103
MONTIGNY BEAUCHAMP;87276089;Dimanche;2017;2017-04-23;C;C;Après 20h;118
SAVIGNY SUR ORGE;87545236;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3071
CESSON;87682161;JOB;2019;2019-03-26;D;D;De 6h à 10h;2566
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 6h à 10h;1081
SAVIGNY SUR ORGE;87545236;Samedi;2017;2017-04-22;C;C;De 6h à 10h;1496
EPINAY SUR SEINE;87271148;Dimanche;2017;2017-04-23;C;C;Avant 6h;50
MUSEE D'ORSAY;87547307;Samedi;2017;2017-04-22;C;C;Après 20h;544
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;Avant 6h;336
EPINAY SUR SEINE;87271148;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;292
NEUILLY PORTE MAILLOT;87381020;Samedi;2017;2017-04-22;C;C;De 6h à 10h;332
SERMAISE;87545517;Samedi;2017;2017-04-22;C;C;De 16h à 20h;22
EPINAY SUR SEINE;87271148;JOB;2017;2017-04-25;C;C;De 16h à 20h;641
ORLY VILLE;87546200;Dimanche;2017;2017-04-23;C;C;Après 20h;106
BREUILLET BRUYERES LE CHATEL;87545483;Dimanche;2017;2017-04-23;C;C;Avant 6h;4
ETAMPES;87545137;Samedi;2017;2017-04-22;C;C;De 16h à 20h;477
ORLY VILLE;87546200;JOB;2017;2017-04-25;C;C;Avant 6h;122
BRIGEOLLET;87111111;JOB;2017;2017-04-25;C;C;De 6h à 10h;7
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2017;2017-04-25;C;C;Avant 6h;117
PARIS AUSTERLITZ;87547026;JOB;2017;2017-04-25;C;C;De 10h à 16h;5789
VAUBOYEN;87393538;Samedi;2017;2017-04-22;C;C;Avant 6h;2
CRETEIL POMPADOUR;87608802;JOB;2019;2019-03-26;D;D;De 16h à 20h;4571
PARIS AUSTERLITZ;87547026;JOB;2017;2017-04-25;C;C;De 6h à 10h;5643
VAUBOYEN;87393538;Samedi;2017;2017-04-22;C;C;De 10h à 16h;56
ESSONNES ROBINSON;87681601;Samedi;2019;2019-03-23;D;D;De 16h à 20h;65
ORRY LA VILLE COYE LA FORET;87276279;JOB;2019;2019-03-26;D;D;De 6h à 10h;310
CERNAY;87276063;JOB;2017;2017-04-25;C;C;Après 20h;92
EVRY VAL DE SEINE;87681361;JOB;2019;2019-03-26;D;D;De 16h à 20h;286
PARIS NORD;87271031;JOB;2019;2019-03-26;D;D;De 10h à 16h;20895
VERSAILLES CHANTIERS;87393009;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;724
GARGES SARCELLES;87276196;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;2853
PONTHIERRY PRINGY;87682526;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;107
VILLENEUVE LE ROI;87545277;Dimanche;2017;2017-04-23;C;C;Après 20h;74
IGNY;87393561;JOB;2017;2017-04-25;C;C;De 6h à 10h;401
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;Après 20h;9
CHAVILLE VELIZY;87393173;JOB;2017;2017-04-25;C;C;De 16h à 20h;568
GOUSSAINVILLE;87276246;Dimanche;2019;2019-03-24;D;D;Avant 6h;28
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;De 6h à 10h;411
BALLANCOURT;87681437;JOB;2019;2019-03-26;D;D;Après 20h;15
INVALIDES;87393033;JOB;2017;2017-04-25;C;C;De 16h à 20h;8574
PETIT VAUX;87393652;Samedi;2017;2017-04-22;C;C;Après 20h;21
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;69
GOUSSAINVILLE;87276246;Samedi;2019;2019-03-23;D;D;De 16h à 20h;1267
PETIT VAUX;87393652;Samedi;2017;2017-04-22;C;C;De 6h à 10h;50
BOIGNEVILLE;87684407;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;21
ISSY;87393074;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1134
PIERRELAYE;87276097;Samedi;2017;2017-04-22;C;C;De 10h à 16h;181
CHILLY MAZARIN;87393637;Samedi;2017;2017-04-22;C;C;Après 20h;98
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;Après 20h;677
SAVIGNY LE TEMPLE NANDY;87682187;JOB;2019;2019-03-26;D;D;De 10h à 16h;1841
CHILLY MAZARIN;87393637;Samedi;2017;2017-04-22;C;C;De 16h à 20h;182
LA BORNE BLANCHE;87276287;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;78
PLACE DU CARROUGE;87441111;JOB;2017;2017-04-25;C;C;Avant 6h;3
CHOISY LE ROI;87545285;Dimanche;2017;2017-04-23;C;C;Avant 6h;79
LA BORNE BLANCHE;87276287;JOB;2019;2019-03-26;D;D;De 16h à 20h;34
SAVIGNY LE TEMPLE NANDY;87682187;JOB;2019;2019-03-26;D;D;De 6h à 10h;3692
BOUTIGNY;87681478;Dimanche;2019;2019-03-24;D;D;Après 20h;5
LA BORNE BLANCHE;87276287;Samedi;2019;2019-03-23;D;D;De 16h à 20h;43
STADE DE FRANCE SAINT-DENIS;87164780;Dimanche;2019;2019-03-24;D;D;Avant 6h;24
CHOISY LE ROI;87545285;Samedi;2017;2017-04-22;C;C;Avant 6h;165
JOUY EN JOSAS;87393512;Dimanche;2017;2017-04-23;C;C;Avant 6h;0
PLACE LOULOU GASTE;87112222;Samedi;2017;2017-04-22;C;C;De 16h à 20h;1
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;De 16h à 20h;16
LE BRAS DE FER - EVRY GENOPOLE;87681395;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;532
VIGNEUX SUR SEINE;87681304;Dimanche;2019;2019-03-24;D;D;Après 20h;424
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;De 6h à 10h;78
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;118
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;Après 20h;122
CHANTILLY GOUVIEUX;87276113;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;181
LE MEE;87682179;Samedi;2019;2019-03-23;D;D;Après 20h;224
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;284
CHATELET LES HALLES;87758607;Samedi;2019;2019-03-23;D;D;Après 20h;8295
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Samedi;2017;2017-04-22;C;C;De 6h à 10h;105
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;229
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;Après 20h;229
LE PLESSIS CHENET;87681627;JOB;2019;2019-03-26;D;D;De 10h à 16h;10
VILLENEUVE TRIAGE;87681809;Samedi;2019;2019-03-23;D;D;De 10h à 16h;635
COMBS LA VILLE QUINCY;87682146;Samedi;2019;2019-03-23;D;D;Avant 6h;58
LE PLESSIS CHENET;87681627;JOB;2019;2019-03-26;D;D;De 16h à 20h;58
VILLIERS LE BEL GONESSE ARNOUVILLE;87276220;JOB;2019;2019-03-26;D;D;De 6h à 10h;10249
CORBEIL ESSONNES;87681007;JOB;2019;2019-03-26;D;D;Après 20h;1145
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;Avant 6h;59
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;De 10h à 16h;4032
LES SAULES;87546226;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;534
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;148
CREIL;87276006;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;299
LES NOUES;87276238;JOB;2019;2019-03-26;D;D;De 10h à 16h;503
PONTOISE;87276139;JOB;2017;2017-04-25;C;C;De 10h à 16h;759
CREIL;87276006;JOB;2019;2019-03-26;D;D;De 10h à 16h;222
LONGJUMEAU;87393611;JOB;2017;2017-04-25;C;C;Après 20h;43
PONTOISE;87276139;Samedi;2017;2017-04-22;C;C;Après 20h;90
CRETEIL POMPADOUR;87608802;Dimanche;2019;2019-03-24;D;D;Après 20h;948
MASSY VERRIERES;87383281;JOB;2017;2017-04-25;C;C;Avant 6h;11
ROUTE DE MONNERVILLE;87332957;JOB;2017;2017-04-25;C;C;Après 20h;0
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Samedi;2017;2017-04-22;C;C;Avant 6h;49
MASSY VERRIERES;87383281;Samedi;2017;2017-04-22;C;C;De 16h à 20h;60
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;144
GENNEVILLIERS;87271205;JOB;2017;2017-04-25;C;C;Avant 6h;54
MAISSE;87681486;JOB;2019;2019-03-26;D;D;Après 20h;9
CHELLES GOURNAY;87116111;Samedi;2016;2016-10-01;E;E;Après 20h;594
EVRY COURCOURONNES CENTRE;87681387;Samedi;2019;2019-03-23;D;D;De 6h à 10h;1802
MAISSE;87681486;JOB;2019;2019-03-26;D;D;Avant 6h;10
SAINT-CHERON;87545509;JOB;2017;2017-04-25;C;C;De 10h à 16h;366
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;Avant 6h;17
MALESHERBES;87684415;Samedi;2019;2019-03-23;D;D;De 10h à 16h;230
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016;2016-10-01;E;E;Avant 6h;67
GRAVIGNY BALIZY;87393645;Samedi;2017;2017-04-22;C;C;Avant 6h;0
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 10h à 16h;2530
EMERAINVILLE PONTAULT COMBAULT;87116046;Samedi;2016;2016-10-01;E;E;De 16h à 20h;797
IGNY;87393561;Samedi;2017;2017-04-22;C;C;De 16h à 20h;105
MELUN;87682005;Samedi;2019;2019-03-23;D;D;De 16h à 20h;1459
SAINT-CYR;87393223;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;125
GARGES SARCELLES;87276196;Samedi;2019;2019-03-23;D;D;Avant 6h;621
MENNECY;87681411;Samedi;2019;2019-03-23;D;D;Après 20h;14
GRETZ ARMAINVILLIERS;87116012;Dimanche;2016;2016-10-02;E;E;Après 20h;64
ISSY;87393074;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;385
ORLY VILLE;87546200;Samedi;2017;2017-04-22;C;C;Après 20h;143
SAINT-GRATIEN;87276170;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;499
JUVISY;87545244;Samedi;2019;2019-03-23;D;D;Après 20h;5842
MOULIN GALANT;87681403;Samedi;2019;2019-03-23;D;D;De 16h à 20h;94
LE CHENAY GAGNY;87113522;JOB;2016;2016-10-04;E;E;De 6h à 10h;3605
JAVEL;87393066;Dimanche;2017;2017-04-23;C;C;Avant 6h;5
PARIS AUSTERLITZ;87547026;Samedi;2017;2017-04-22;C;C;De 6h à 10h;1701
MAGENTA;87281873;JOB;2016;2016-10-04;E;E;De 10h à 16h;15472
JUVISY;87545244;JOB;2017;2017-04-25;C;C;Avant 6h;710
PEREIRE LEVALLOIS;87381012;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;561
SAINT-MICHEL SUR ORGE;87545202;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;628
LE COUDRAY MONTCEAUX;87681635;Samedi;2019;2019-03-23;D;D;De 10h à 16h;30
PETIT JOUY LES LOGES;87393504;JOB;2017;2017-04-25;C;C;Après 20h;4
NOGENT LE PERREUX;87113746;JOB;2016;2016-10-04;E;E;De 10h à 16h;1873
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;De 16h à 20h;674
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;De 10h à 16h;147
SAINT-OUEN L'AUMONE;87276105;Dimanche;2017;2017-04-23;C;C;Après 20h;56
LES GRESILLONS;87272146;JOB;2017;2017-04-25;C;C;De 10h à 16h;698
PETIT VAUX;87393652;JOB;2017;2017-04-25;C;C;De 16h à 20h;115
OZOIR LA FERRIERE;87116020;Samedi;2016;2016-10-01;E;E;De 6h à 10h;358
LES NOUES;87276238;JOB;2019;2019-03-26;D;D;Avant 6h;182
SAINT-DENIS;87271015;Dimanche;2019;2019-03-24;D;D;Après 20h;2394
ROSA PARKS;87654798;JOB;2016;2016-10-04;E;E;De 10h à 16h;2816
LES NOUES;87276238;Samedi;2019;2019-03-23;D;D;De 16h à 20h;332
PLACE LOULOU GASTE;87112222;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;0
SERMAISE;87545517;Samedi;2017;2017-04-22;C;C;Avant 6h;2
MAROLLES EN HUREPOIX;87545186;Samedi;2017;2017-04-22;C;C;Après 20h;20
SURVILLIERS FOSSES;87276261;JOB;2019;2019-03-26;D;D;Avant 6h;184
VERSAILLES CHANTIERS;87393009;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1105
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;Avant 6h;53
PONT CARDINET;87381111;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;0
VAL DE FONTENAY;87113712;Samedi;2016;2016-10-01;E;E;Avant 6h;85
MASSY PALAISEAU;87393579;JOB;2017;2017-04-25;C;C;Avant 6h;51
VIGNEUX SUR SEINE;87681304;JOB;2019;2019-03-26;D;D;De 16h à 20h;1366
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Dimanche;2017;2017-04-23;C;C;Après 20h;536
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;1186
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;89
VILLENEUVE LE ROI;87545277;Samedi;2017;2017-04-22;C;C;De 6h à 10h;374
MASSY VERRIERES;87383281;JOB;2017;2017-04-25;C;C;De 10h à 16h;128
VIRY CHATILLON;87681312;JOB;2019;2019-03-26;D;D;De 10h à 16h;925
AUVERS SUR OISE;87276543;JOB;2019;2019-10-10;H;H;De 16h à 20h;72
MASSY VERRIERES;87383281;Samedi;2017;2017-04-22;C;C;Avant 6h;8
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;JOB;2017;2017-04-25;C;C;Après 20h;410
VIROFLAY RIVE GAUCHE;87393215;Samedi;2017;2017-04-22;C;C;Après 20h;189
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;De 6h à 10h;2911
YERRES;87682112;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;536
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;17
MEUDON VAL FLEURY;87393082;JOB;2017;2017-04-25;C;C;De 16h à 20h;1208
